# LocalPinyinIME self-maintained built-in lexicon v2.
# UTF-8 TSV format: pinyin<TAB>word<TAB>frequency
# Project-maintained first-party entries only; no third-party bulk lexicon import.
# Frequency values are relative project-maintained ranking weights, not corpus statistics.
# category: existing_v1
keben	课本	3000
shuben	书本	3000
biji	笔记	3000
chengji	成绩	3000
lianxi	练习	3000
daan	答案	3000
timu	题目	3000
lunwen	论文	3000
baogao	报告	3000
xiangmu	项目	3000
renwu	任务	3000
huiyi	会议	3000
xiaoxi	消息	3000
youjian	邮件	3000
tupian	图片	3000
shipin	视频	3000
yinyue	音乐	3000
xinwen	新闻	3000
dianying	电影	3000
wenzhang	文章	3000
wendang	文档	3000
biaoge	表格	3000
yemian	页面	3000
shuju	数据	3000
xinxi	信息	3000
ziliao	资料	3000
gongsi	公司	3000
shangdian	商店	3000
chaoshi	超市	3000
canting	餐厅	3000
yiyuan	医院	3000
yinhang	银行	3000
dizhi	地址	3000
chengshi	城市	3000
ditie	地铁	3000
gongjiao	公交	3000
huoche	火车	3000
feiji	飞机	3000
jichang	机场	3000
chezhan	车站	3000
fangjian	房间	3000
chufang	厨房	3000
yifu	衣服	3000
xiezi	鞋子	3000
shubao	书包	3000
zhuozi	桌子	3000
yizi	椅子	3000
chuang	床	3000
zaocan	早餐	3000
wucan	午餐	3000
wancan	晚餐	3000
shuiguo	水果	3000
shucai	蔬菜	3000
mifan	米饭	3000
miantiao	面条	3000
niunai	牛奶	3000
kafei	咖啡	3000
chashui	茶水	3000
tianqi	天气	3000
qinglang	晴朗	3000
xiayu	下雨	3000
guafeng	刮风	3000
jiangwen	降温	3000
shengwen	升温	3000
jiankang	健康	3000
shenti	身体	3000
xinqing	心情	3000
shufu	舒服	3000
nanshou	难受	3000
touteng	头疼	3000
fashao	发烧	3000
ganmao	感冒	3000
xiuxi	休息	3000
yundong	运动	3000
yuedu	阅读	3000
xiezuo	写作	3000
fuxi	复习	3000
yuxi	预习	3000
shangke	上课	3000
zuofan	做饭	3000
xiyi	洗衣	3000
dasao	打扫	3000
liaotian	聊天	3000
jiaoliu	交流	3000
goutong	沟通	3000
gouwu	购物	3000
dingdan	订单	3000
kuaidi	快递	3000
jiage	价格	3000
zhiliang	质量	3000
fuwu	服务	3000
weizhi	位置	3000
luxian	路线	3000
xuqiu	需求	3000
xiaolv	效率	3000
zhongdian	重点	3000
yaoqiu	要求	3000
shuoming	说明	3000
gongneng	功能	3000
gongju	工具	3000
xuanxiang	选项	3000
sudu	速度	3000
weidao	味道	3000
zuofa	做法	3000
dapei	搭配	3000
qingjie	清洁	3000
shengyin	声音	3000
meiyoushijian	没有时间	5000
meiyouwenti	没有问题	5000
meiyoubanfa	没有办法	5000
buzhidao	不知道	5000
buxihuan	不喜欢	5000
buxuyao	不需要	5000
butaixing	不太行	5000
henxihuan	很喜欢	5000
henxuyao	很需要	5000
henzhongyao	很重要	5000
henfangbian	很方便	5000
henqingchu	很清楚	5000
henkuaisu	很快速	5000
youdianleng	有点冷	5000
youdianre	有点热	5000
youdianmang	有点忙	5000
youdiannan	有点难	5000
meishijian	没时间	5000
meibanfa	没办法	5000
zaishuo	再说	5000
zaikan	再看	5000
zaixiang	再想	5000
xiangyixia	想一下	5000
kanyixia	看一下	5000
shuoyixia	说一下	5000
dengyixia	等一下	5000
bangyixia	帮一下	5000
wanchengle	完成了	5000
kaishile	开始了	5000
jieshule	结束了	5000
zhunbeile	准备了	5000
xuexifangfa	学习方法	5000
xuexishijian	学习时间	5000
xuexijihua	学习计划	5000
xuexixiguan	学习习惯	5000
xuexijingyan	学习经验	5000
xuexianpai	学习安排	5000
xuexiguocheng	学习过程	5000
xuexijieguo	学习结果	5000
xuexiwenti	学习问题	5000
xueximubiao	学习目标	5000
xuexineirong	学习内容	5000
xuexijilu	学习记录	5000
xuexitixing	学习提醒	5000
xuexijianyi	学习建议	5000
xuexixiaolv	学习效率	5000
xuexizhuangtai	学习状态	5000
gongzuofangfa	工作方法	5000
gongzuoshijian	工作时间	5000
gongzuojihua	工作计划	5000
gongzuoxiguan	工作习惯	5000
gongzuojingyan	工作经验	5000
gongzuoanpai	工作安排	5000
gongzuoguocheng	工作过程	5000
gongzuojieguo	工作结果	5000
gongzuowenti	工作问题	5000
gongzuomubiao	工作目标	5000
gongzuoneirong	工作内容	5000
gongzuojilu	工作记录	5000
gongzuotixing	工作提醒	5000
gongzuojianyi	工作建议	5000
gongzuoxiaolv	工作效率	5000
gongzuozhuangtai	工作状态	5000
shenghuofangfa	生活方法	5000
shenghuoshijian	生活时间	5000
shenghuojihua	生活计划	5000
shenghuoxiguan	生活习惯	5000
shenghuojingyan	生活经验	5000
shenghuoanpai	生活安排	5000
shenghuoguocheng	生活过程	5000
shenghuojieguo	生活结果	5000
shenghuowenti	生活问题	5000
shenghuomubiao	生活目标	5000
shenghuoneirong	生活内容	5000
shenghuojilu	生活记录	5000
shenghuotixing	生活提醒	5000
shenghuojianyi	生活建议	5000
shenghuoxiaolv	生活效率	5000
shenghuozhuangtai	生活状态	5000
gouwufangfa	购物方法	5000
gouwushijian	购物时间	5000
gouwujihua	购物计划	5000
gouwuxiguan	购物习惯	5000
gouwujingyan	购物经验	5000
gouwuanpai	购物安排	5000
gouwuguocheng	购物过程	5000
gouwujieguo	购物结果	5000
gouwuwenti	购物问题	5000
gouwumubiao	购物目标	5000
gouwuneirong	购物内容	5000
gouwujilu	购物记录	5000
gouwutixing	购物提醒	5000
gouwujianyi	购物建议	5000
gouwuxiaolv	购物效率	5000
gouwuzhuangtai	购物状态	5000
jiaotongfangfa	交通方法	5000
jiaotongshijian	交通时间	5000
jiaotongjihua	交通计划	5000
jiaotongxiguan	交通习惯	5000
jiaotongjingyan	交通经验	5000
jiaotonganpai	交通安排	5000
jiaotongguocheng	交通过程	5000
jiaotongjieguo	交通结果	5000
jiaotongwenti	交通问题	5000
jiaotongmubiao	交通目标	5000
jiaotongneirong	交通内容	5000
jiaotongjilu	交通记录	5000
jiaotongtixing	交通提醒	5000
jiaotongjianyi	交通建议	5000
jiaotongxiaolv	交通效率	5000
jiaotongzhuangtai	交通状态	5000
yundongfangfa	运动方法	5000
yundongshijian	运动时间	5000
yundongjihua	运动计划	5000
yundongxiguan	运动习惯	5000
yundongjingyan	运动经验	5000
yundonganpai	运动安排	5000
yundongguocheng	运动过程	5000
yundongjieguo	运动结果	5000
yundongwenti	运动问题	5000
yundongmubiao	运动目标	5000
yundongneirong	运动内容	5000
yundongjilu	运动记录	5000
yundongtixing	运动提醒	5000
yundongjianyi	运动建议	5000
yundongxiaolv	运动效率	5000
yundongzhuangtai	运动状态	5000
yuedufangfa	阅读方法	5000
yuedushijian	阅读时间	5000
yuedujihua	阅读计划	5000
yueduxiguan	阅读习惯	5000
yuedujingyan	阅读经验	5000
yueduanpai	阅读安排	5000
yueduguocheng	阅读过程	5000
yuedujieguo	阅读结果	5000
yueduwenti	阅读问题	5000
yuedumubiao	阅读目标	5000
yueduneirong	阅读内容	5000
yuedujilu	阅读记录	5000
yuedutixing	阅读提醒	5000
yuedujianyi	阅读建议	5000
yueduxiaolv	阅读效率	5000
yueduzhuangtai	阅读状态	5000
xiezuofangfa	写作方法	5000
xiezuoshijian	写作时间	5000
xiezuojihua	写作计划	5000
xiezuoxiguan	写作习惯	5000
xiezuojingyan	写作经验	5000
xiezuoanpai	写作安排	5000
xiezuoguocheng	写作过程	5000
xiezuojieguo	写作结果	5000
xiezuowenti	写作问题	5000
xiezuomubiao	写作目标	5000
xiezuoneirong	写作内容	5000
xiezuojilu	写作记录	5000
xiezuotixing	写作提醒	5000
xiezuojianyi	写作建议	5000
xiezuoxiaolv	写作效率	5000
xiezuozhuangtai	写作状态	5000
fuxifangfa	复习方法	5000
fuxishijian	复习时间	5000
fuxijihua	复习计划	5000
fuxixiguan	复习习惯	5000
fuxijingyan	复习经验	5000
fuxianpai	复习安排	5000
fuxiguocheng	复习过程	5000
fuxijieguo	复习结果	5000
fuxiwenti	复习问题	5000
fuximubiao	复习目标	5000
fuxineirong	复习内容	5000
fuxijilu	复习记录	5000
fuxitixing	复习提醒	5000
fuxijianyi	复习建议	5000
fuxixiaolv	复习效率	5000
fuxizhuangtai	复习状态	5000
yuxifangfa	预习方法	5000
yuxishijian	预习时间	5000
yuxijihua	预习计划	5000
yuxixiguan	预习习惯	5000
yuxijingyan	预习经验	5000
yuxianpai	预习安排	5000
yuxiguocheng	预习过程	5000
yuxijieguo	预习结果	5000
yuxiwenti	预习问题	5000
yuximubiao	预习目标	5000
yuxineirong	预习内容	5000
yuxijilu	预习记录	5000
yuxitixing	预习提醒	5000
yuxijianyi	预习建议	5000
yuxixiaolv	预习效率	5000
yuxizhuangtai	预习状态	5000
shangkefangfa	上课方法	5000
shangkeshijian	上课时间	5000
shangkejihua	上课计划	5000
shangkexiguan	上课习惯	5000
shangkejingyan	上课经验	5000
shangkeanpai	上课安排	5000
shangkeguocheng	上课过程	5000
shangkejieguo	上课结果	5000
shangkewenti	上课问题	5000
shangkemubiao	上课目标	5000
shangkeneirong	上课内容	5000
shangkejilu	上课记录	5000
shangketixing	上课提醒	5000
shangkejianyi	上课建议	5000
shangkexiaolv	上课效率	5000
shangkezhuangtai	上课状态	5000
zuofanfangfa	做饭方法	5000
zuofanshijian	做饭时间	5000
zuofanjihua	做饭计划	5000
zuofanxiguan	做饭习惯	5000
zuofanjingyan	做饭经验	5000
zuofananpai	做饭安排	5000
zuofanguocheng	做饭过程	5000
zuofanjieguo	做饭结果	5000
zuofanwenti	做饭问题	5000
zuofanmubiao	做饭目标	5000
zuofanneirong	做饭内容	5000
zuofanjilu	做饭记录	5000
zuofantixing	做饭提醒	5000
zuofanjianyi	做饭建议	5000
zuofanxiaolv	做饭效率	5000
zuofanzhuangtai	做饭状态	5000
xiyifangfa	洗衣方法	5000
xiyishijian	洗衣时间	5000
xiyijihua	洗衣计划	5000
xiyixiguan	洗衣习惯	5000
xiyijingyan	洗衣经验	5000
xiyianpai	洗衣安排	5000
xiyiguocheng	洗衣过程	5000
xiyijieguo	洗衣结果	5000
xiyiwenti	洗衣问题	5000
xiyimubiao	洗衣目标	5000
xiyineirong	洗衣内容	5000
xiyijilu	洗衣记录	5000
xiyitixing	洗衣提醒	5000
xiyijianyi	洗衣建议	5000
xiyixiaolv	洗衣效率	5000
xiyizhuangtai	洗衣状态	5000
dasaofangfa	打扫方法	5000
dasaoshijian	打扫时间	5000
dasaojihua	打扫计划	5000
dasaoxiguan	打扫习惯	5000
dasaojingyan	打扫经验	5000
dasaoanpai	打扫安排	5000
dasaoguocheng	打扫过程	5000
dasaojieguo	打扫结果	5000
dasaowenti	打扫问题	5000
dasaomubiao	打扫目标	5000
dasaoneirong	打扫内容	5000
dasaojilu	打扫记录	5000
dasaotixing	打扫提醒	5000
dasaojianyi	打扫建议	5000
dasaoxiaolv	打扫效率	5000
dasaozhuangtai	打扫状态	5000
xiuxifangfa	休息方法	5000
xiuxishijian	休息时间	5000
xiuxijihua	休息计划	5000
xiuxixiguan	休息习惯	5000
xiuxijingyan	休息经验	5000
xiuxianpai	休息安排	5000
xiuxiguocheng	休息过程	5000
xiuxijieguo	休息结果	5000
xiuxiwenti	休息问题	5000
xiuximubiao	休息目标	5000
xiuxineirong	休息内容	5000
xiuxijilu	休息记录	5000
xiuxitixing	休息提醒	5000
xiuxijianyi	休息建议	5000
xiuxixiaolv	休息效率	5000
xiuxizhuangtai	休息状态	5000
liaotianfangfa	聊天方法	5000
liaotianshijian	聊天时间	5000
liaotianjihua	聊天计划	5000
liaotianxiguan	聊天习惯	5000
liaotianjingyan	聊天经验	5000
liaotiananpai	聊天安排	5000
liaotianguocheng	聊天过程	5000
liaotianjieguo	聊天结果	5000
liaotianwenti	聊天问题	5000
liaotianmubiao	聊天目标	5000
liaotianneirong	聊天内容	5000
liaotianjilu	聊天记录	5000
liaotiantixing	聊天提醒	5000
liaotianjianyi	聊天建议	5000
liaotianxiaolv	聊天效率	5000
liaotianzhuangtai	聊天状态	5000
jiaoliufangfa	交流方法	5000
jiaoliushijian	交流时间	5000
jiaoliujihua	交流计划	5000
jiaoliuxiguan	交流习惯	5000
jiaoliujingyan	交流经验	5000
jiaoliuanpai	交流安排	5000
jiaoliuguocheng	交流过程	5000
jiaoliujieguo	交流结果	5000
jiaoliuwenti	交流问题	5000
jiaoliumubiao	交流目标	5000
jiaoliuneirong	交流内容	5000
jiaoliujilu	交流记录	5000
jiaoliutixing	交流提醒	5000
jiaoliujianyi	交流建议	5000
jiaoliuxiaolv	交流效率	5000
jiaoliuzhuangtai	交流状态	5000
goutongfangfa	沟通方法	5000
goutongshijian	沟通时间	5000
goutongjihua	沟通计划	5000
goutongxiguan	沟通习惯	5000
goutongjingyan	沟通经验	5000
goutonganpai	沟通安排	5000
goutongguocheng	沟通过程	5000
goutongjieguo	沟通结果	5000
goutongwenti	沟通问题	5000
goutongmubiao	沟通目标	5000
goutongneirong	沟通内容	5000
goutongjilu	沟通记录	5000
goutongtixing	沟通提醒	5000
goutongjianyi	沟通建议	5000
goutongxiaolv	沟通效率	5000
goutongzhuangtai	沟通状态	5000
kaoshifangfa	考试方法	5000
kaoshishijian	考试时间	5000
kaoshijihua	考试计划	5000
kaoshixiguan	考试习惯	5000
kaoshijingyan	考试经验	5000
kaoshianpai	考试安排	5000
kaoshiguocheng	考试过程	5000
kaoshijieguo	考试结果	5000
kaoshiwenti	考试问题	5000
kaoshimubiao	考试目标	5000
kaoshineirong	考试内容	5000
kaoshijilu	考试记录	5000
kaoshitixing	考试提醒	5000
kaoshijianyi	考试建议	5000
kaoshixiaolv	考试效率	5000
kaoshizhuangtai	考试状态	5000
zuoyefangfa	作业方法	5000
zuoyeshijian	作业时间	5000
zuoyejihua	作业计划	5000
zuoyexiguan	作业习惯	5000
zuoyejingyan	作业经验	5000
zuoyeanpai	作业安排	5000
zuoyeguocheng	作业过程	5000
zuoyejieguo	作业结果	5000
zuoyewenti	作业问题	5000
zuoyemubiao	作业目标	5000
zuoyeneirong	作业内容	5000
zuoyejilu	作业记录	5000
zuoyetixing	作业提醒	5000
zuoyejianyi	作业建议	5000
zuoyexiaolv	作业效率	5000
zuoyezhuangtai	作业状态	5000
diannaoshezhi	电脑设置	5000
diannaoguanli	电脑管理	5000
diannaozhuangtai	电脑状态	5000
diannaowenti	电脑问题	5000
diannaoneirong	电脑内容	5000
diannaoxinxi	电脑信息	5000
diannaowenjian	电脑文件	5000
diannaojilu	电脑记录	5000
diannaogongju	电脑工具	5000
diannaogongneng	电脑功能	5000
diannaofangshi	电脑方式	5000
diannaosudu	电脑速度	5000
shoujishezhi	手机设置	5000
shoujiguanli	手机管理	5000
shoujizhuangtai	手机状态	5000
shoujiwenti	手机问题	5000
shoujineirong	手机内容	5000
shoujixinxi	手机信息	5000
shoujiwenjian	手机文件	5000
shoujijilu	手机记录	5000
shoujigongju	手机工具	5000
shoujigongneng	手机功能	5000
shoujifangshi	手机方式	5000
shoujisudu	手机速度	5000
wangluoshezhi	网络设置	5000
wangluoguanli	网络管理	5000
wangluozhuangtai	网络状态	5000
wangluowenti	网络问题	5000
wangluoneirong	网络内容	5000
wangluoxinxi	网络信息	5000
wangluowenjian	网络文件	5000
wangluojilu	网络记录	5000
wangluogongju	网络工具	5000
wangluogongneng	网络功能	5000
wangluofangshi	网络方式	5000
wangluosudu	网络速度	5000
wenjianshezhi	文件设置	5000
wenjianguanli	文件管理	5000
wenjianzhuangtai	文件状态	5000
wenjianwenti	文件问题	5000
wenjianneirong	文件内容	5000
wenjianxinxi	文件信息	5000
wenjianjilu	文件记录	5000
wenjiangongju	文件工具	5000
wenjiangongneng	文件功能	5000
wenjianfangshi	文件方式	5000
wenjiansudu	文件速度	5000
ruanjianshezhi	软件设置	5000
ruanjianguanli	软件管理	5000
ruanjianzhuangtai	软件状态	5000
ruanjianwenti	软件问题	5000
ruanjianneirong	软件内容	5000
ruanjianxinxi	软件信息	5000
ruanjianwenjian	软件文件	5000
ruanjianjilu	软件记录	5000
ruanjiangongju	软件工具	5000
ruanjiangongneng	软件功能	5000
ruanjianfangshi	软件方式	5000
ruanjiansudu	软件速度	5000
xitongshezhi	系统设置	5000
xitongguanli	系统管理	5000
xitongzhuangtai	系统状态	5000
xitongwenti	系统问题	5000
xitongneirong	系统内容	5000
xitongxinxi	系统信息	5000
xitongwenjian	系统文件	5000
xitongjilu	系统记录	5000
xitonggongju	系统工具	5000
xitonggongneng	系统功能	5000
xitongfangshi	系统方式	5000
xitongsudu	系统速度	5000
shujushezhi	数据设置	5000
shujuguanli	数据管理	5000
shujuzhuangtai	数据状态	5000
shujuwenti	数据问题	5000
shujuneirong	数据内容	5000
shujuxinxi	数据信息	5000
shujuwenjian	数据文件	5000
shujujilu	数据记录	5000
shujugongju	数据工具	5000
shujugongneng	数据功能	5000
shujufangshi	数据方式	5000
shujusudu	数据速度	5000
xinxishezhi	信息设置	5000
xinxiguanli	信息管理	5000
xinxizhuangtai	信息状态	5000
xinxiwenti	信息问题	5000
xinxineirong	信息内容	5000
xinxiwenjian	信息文件	5000
xinxijilu	信息记录	5000
xinxigongju	信息工具	5000
xinxigongneng	信息功能	5000
xinxifangshi	信息方式	5000
xinxisudu	信息速度	5000
ziliaoshezhi	资料设置	5000
ziliaoguanli	资料管理	5000
ziliaozhuangtai	资料状态	5000
ziliaowenti	资料问题	5000
ziliaoneirong	资料内容	5000
ziliaoxinxi	资料信息	5000
ziliaowenjian	资料文件	5000
ziliaojilu	资料记录	5000
ziliaogongju	资料工具	5000
ziliaogongneng	资料功能	5000
ziliaofangshi	资料方式	5000
ziliaosudu	资料速度	5000
wendangshezhi	文档设置	5000
wendangguanli	文档管理	5000
wendangzhuangtai	文档状态	5000
wendangwenti	文档问题	5000
wendangneirong	文档内容	5000
wendangxinxi	文档信息	5000
wendangwenjian	文档文件	5000
wendangjilu	文档记录	5000
wendanggongju	文档工具	5000
wendanggongneng	文档功能	5000
wendangfangshi	文档方式	5000
wendangsudu	文档速度	5000
biaogeshezhi	表格设置	5000
biaogeguanli	表格管理	5000
biaogezhuangtai	表格状态	5000
biaogewenti	表格问题	5000
biaogeneirong	表格内容	5000
biaogexinxi	表格信息	5000
biaogewenjian	表格文件	5000
biaogejilu	表格记录	5000
biaogegongju	表格工具	5000
biaogegongneng	表格功能	5000
biaogefangshi	表格方式	5000
biaogesudu	表格速度	5000
yemianshezhi	页面设置	5000
yemianguanli	页面管理	5000
yemianzhuangtai	页面状态	5000
yemianwenti	页面问题	5000
yemianneirong	页面内容	5000
yemianxinxi	页面信息	5000
yemianwenjian	页面文件	5000
yemianjilu	页面记录	5000
yemiangongju	页面工具	5000
yemiangongneng	页面功能	5000
yemianfangshi	页面方式	5000
yemiansudu	页面速度	5000
youjianshezhi	邮件设置	5000
youjianguanli	邮件管理	5000
youjianzhuangtai	邮件状态	5000
youjianwenti	邮件问题	5000
youjianneirong	邮件内容	5000
youjianxinxi	邮件信息	5000
youjianwenjian	邮件文件	5000
youjianjilu	邮件记录	5000
youjiangongju	邮件工具	5000
youjiangongneng	邮件功能	5000
youjianfangshi	邮件方式	5000
youjiansudu	邮件速度	5000
tupianshezhi	图片设置	5000
tupianguanli	图片管理	5000
tupianzhuangtai	图片状态	5000
tupianwenti	图片问题	5000
tupianneirong	图片内容	5000
tupianxinxi	图片信息	5000
tupianwenjian	图片文件	5000
tupianjilu	图片记录	5000
tupiangongju	图片工具	5000
tupiangongneng	图片功能	5000
tupianfangshi	图片方式	5000
tupiansudu	图片速度	5000
shipinshezhi	视频设置	5000
shipinguanli	视频管理	5000
shipinzhuangtai	视频状态	5000
shipinwenti	视频问题	5000
shipinneirong	视频内容	5000
shipinxinxi	视频信息	5000
shipinwenjian	视频文件	5000
shipinjilu	视频记录	5000
shipingongju	视频工具	5000
shipingongneng	视频功能	5000
shipinfangshi	视频方式	5000
shipinsudu	视频速度	5000
yinyueshezhi	音乐设置	5000
yinyueguanli	音乐管理	5000
yinyuezhuangtai	音乐状态	5000
yinyuewenti	音乐问题	5000
yinyueneirong	音乐内容	5000
yinyuexinxi	音乐信息	5000
yinyuewenjian	音乐文件	5000
yinyuejilu	音乐记录	5000
yinyuegongju	音乐工具	5000
yinyuegongneng	音乐功能	5000
yinyuefangshi	音乐方式	5000
yinyuesudu	音乐速度	5000
zhanghaoshezhi	账号设置	5000
zhanghaoguanli	账号管理	5000
zhanghaozhuangtai	账号状态	5000
zhanghaowenti	账号问题	5000
zhanghaoneirong	账号内容	5000
zhanghaoxinxi	账号信息	5000
zhanghaowenjian	账号文件	5000
zhanghaojilu	账号记录	5000
zhanghaogongju	账号工具	5000
zhanghaogongneng	账号功能	5000
zhanghaofangshi	账号方式	5000
zhanghaosudu	账号速度	5000
mimashezhi	密码设置	5000
mimaguanli	密码管理	5000
mimazhuangtai	密码状态	5000
mimawenti	密码问题	5000
mimaneirong	密码内容	5000
mimaxinxi	密码信息	5000
mimawenjian	密码文件	5000
mimajilu	密码记录	5000
mimagongju	密码工具	5000
mimagongneng	密码功能	5000
mimafangshi	密码方式	5000
mimasudu	密码速度	5000
anquanshezhi	安全设置	5000
anquanguanli	安全管理	5000
anquanzhuangtai	安全状态	5000
anquanwenti	安全问题	5000
anquanneirong	安全内容	5000
anquanxinxi	安全信息	5000
anquanwenjian	安全文件	5000
anquanjilu	安全记录	5000
anquangongju	安全工具	5000
anquangongneng	安全功能	5000
anquanfangshi	安全方式	5000
anquansudu	安全速度	5000
beifenshezhi	备份设置	5000
beifenguanli	备份管理	5000
beifenzhuangtai	备份状态	5000
beifenwenti	备份问题	5000
beifenneirong	备份内容	5000
beifenxinxi	备份信息	5000
beifenwenjian	备份文件	5000
beifenjilu	备份记录	5000
beifengongju	备份工具	5000
beifengongneng	备份功能	5000
beifenfangshi	备份方式	5000
beifensudu	备份速度	5000
xiazaishezhi	下载设置	5000
xiazaiguanli	下载管理	5000
xiazaizhuangtai	下载状态	5000
xiazaiwenti	下载问题	5000
xiazaineirong	下载内容	5000
xiazaixinxi	下载信息	5000
